amount,location,device_type,merchant_category,transaction_hour,past_transaction_count,avg_spending,is_fraud
93.533302064961,CA,Mobile,Groceries,20,7,45.65773645253873,0
18.696125197741644,NY,Mobile,Clothing,19,8,53.54078006487864,0
6.726393087930424,CA,Mobile,Travel,7,10,58.05150786890606,0
297.3687793506931,CA,Desktop,Electronics,18,7,52.734787561890315,0
337.06303424611724,NY,Mobile,Travel,0,9,84.82047337792429,0
165.23315728128767,NY,Tablet,Clothing,4,10,47.00465617791427,0
36.32878599687583,TX,Mobile,Electronics,0,5,22.351913179506507,0
10.277731500250624,TX,Tablet,Electronics,10,9,56.25109891929962,0
115.27507630986618,NY,Mobile,Clothing,20,5,44.17083604885117,1
58.009084258539836,FL,Mobile,Groceries,8,11,23.147178379465792,1
13.015223395444863,FL,Desktop,Electronics,4,8,63.28769708699561,0
68.35472281341501,CA,Tablet,Clothing,1,8,-22.153309206984275,1
3.4993721443479084,IL,Tablet,Restaurant,12,8,55.76977312803857,0
240.04228873930236,CA,Tablet,Travel,17,8,2.6147645799530466,0
29.94577768406861,CA,Desktop,Electronics,11,9,50.103137041157154,0
108.62557985649804,IL,Tablet,Restaurant,13,10,61.06978061551218,0
37.354658165762366,NY,Desktop,Electronics,4,8,64.64238813267782,0
73.41108959092286,FL,Mobile,Groceries,23,13,66.16946618043916,0
79.12237979817975,CA,Mobile,Clothing,9,14,28.90682572198127,0
20.438859950790576,IL,Tablet,Electronics,19,11,53.79509257150288,0
349.28071327362267,TX,Mobile,Clothing,1,15,35.97876900996331,1
149.22453771381407,CA,Mobile,Electronics,3,9,34.8250865228583,0
280.50944192915824,FL,Tablet,Groceries,11,7,47.796129177150426,0
225.21519975341965,NY,Mobile,Groceries,10,7,41.58206831383649,0
91.1054412383275,CA,Tablet,Restaurant,3,9,29.275144806003112,1
254.9435379269405,CA,Tablet,Groceries,10,6,56.43847036442708,0
9.265545895311563,IL,Mobile,Clothing,8,10,60.97048121893503,0
21.813469463126744,TX,Mobile,Groceries,9,11,32.77658539650457,0
4.628196568683196,TX,Mobile,Electronics,5,8,46.31239302162235,0
39.35320868030868,NY,Mobile,Groceries,14,7,46.655381121289906,1
49.21302917942186,FL,Mobile,Clothing,9,10,46.97857531131614,0
31.65604432088257,NY,Desktop,Electronics,21,10,48.86571134776474,0
176.45578652409338,CA,Mobile,Restaurant,20,14,55.77174378619047,0
44.12269995298701,CA,Desktop,Restaurant,5,9,73.35680706054494,0
32.98028401342492,TX,Tablet,Restaurant,0,12,52.60326850969901,0
78.2407083207746,FL,Mobile,Electronics,20,14,39.79905744520143,0
15.189814782062886,IL,Mobile,Restaurant,21,9,49.75927811808104,0
162.04835957747312,FL,Mobile,Groceries,23,9,28.7390191109712,0
7.747586881130901,CA,Tablet,Electronics,19,16,32.056602907127115,0
433.41463395873194,IL,Desktop,Electronics,20,10,58.64837559285183,0
147.94837762415114,FL,Desktop,Electronics,3,7,-12.595486037367522,0
22.153944050588596,FL,Mobile,Travel,22,8,45.66482299914183,0
0.5537420375935475,IL,Mobile,Clothing,21,11,68.56102254784342,0
168.9896777486126,CA,Mobile,Travel,13,8,58.07983573647505,0
122.70959073870446,FL,Mobile,Travel,19,13,67.21106406392991,0
130.5662908787999,IL,Tablet,Travel,21,7,56.71827562871517,0
147.52145260435134,CA,Mobile,Clothing,19,9,89.84135576339212,0
7.692926551379635,IL,Tablet,Travel,7,11,25.381651823482407,0
44.38926724162325,IL,Mobile,Restaurant,10,5,52.3116751635074,0
12.315010460444965,FL,Desktop,Electronics,14,6,64.54893657054309,1
198.85295716582226,CA,Desktop,Electronics,18,11,41.56173579793678,0
97.63011917123741,FL,Mobile,Groceries,7,11,73.57402563353278,0
40.1818801251301,NY,Mobile,Restaurant,12,11,62.09139819060188,0
6.566806580478289,NY,Tablet,Clothing,17,5,20.163970389488945,0
37.24883504103537,CA,Mobile,Electronics,21,14,57.24252886520732,0
39.331421318413135,IL,Mobile,Travel,23,9,62.16291118144622,1
130.7875783957741,FL,Mobile,Groceries,16,11,82.65276904062486,0
101.488935892602,FL,Desktop,Groceries,5,7,46.41170215911965,0
218.22519124015147,CA,Tablet,Electronics,14,12,61.179032989449674,0
63.90661333763098,CA,Desktop,Restaurant,12,5,55.15301771792801,0
12.73723936155019,NY,Tablet,Groceries,17,8,38.755737126960305,0
124.91263443165994,TX,Desktop,Electronics,10,15,43.016273270658466,0
143.0392753076864,CA,Mobile,Restaurant,12,12,6.143321828191759,0
82.38874948858287,TX,Desktop,Electronics,0,15,40.545175829942224,0
147.38899667213644,CA,Desktop,Electronics,17,6,81.42267564173065,0
68.0814731510278,IL,Tablet,Restaurant,4,8,46.5500488318381,0
73.9678838777267,IL,Tablet,Restaurant,5,10,66.89106301326754,0
55.781419390842736,NY,Desktop,Restaurant,0,12,54.55639334195118,0
2.574777399011373,NY,Tablet,Electronics,6,18,58.488759492166494,0
11.416743519186584,TX,Tablet,Groceries,3,8,89.8867258576972,0
3.1933681293053824,CA,Tablet,Clothing,8,7,41.829808022605484,0
101.17295509275495,FL,Tablet,Clothing,14,7,41.69132914446903,0
37.73967087950999,NY,Tablet,Electronics,5,8,71.74603415590413,0
71.04371771341901,FL,Desktop,Electronics,16,10,48.38979645707184,0
238.12655298459754,FL,Tablet,Groceries,19,6,44.5480507036321,0
28.673882298329833,CA,Mobile,Restaurant,17,11,69.0751220458642,0
52.82819748826726,TX,Desktop,Electronics,21,9,55.17115426695928,0
140.87491475385835,CA,Desktop,Travel,3,14,46.97470376631126,0
25.980515691739402,NY,Desktop,Restaurant,8,6,43.16617283894692,0
8.010427855017637,FL,Tablet,Electronics,13,12,33.13859222378308,0
34.21403038870571,CA,Mobile,Travel,2,10,19.039257925586362,0
17.580835850006284,CA,Tablet,Groceries,0,8,72.22980025108156,0
265.4950085880625,CA,Desktop,Travel,10,5,41.51576169965709,0
165.08870804845694,NY,Desktop,Electronics,0,12,15.927372210165622,0
100.34941905205311,TX,Desktop,Clothing,11,13,85.66542220532331,0
205.1519730520813,CA,Desktop,Electronics,8,9,51.73343586750018,0
162.79689407405564,NY,Tablet,Clothing,4,6,50.44705024345994,0
20.649547635863907,FL,Mobile,Groceries,14,13,18.25267960604688,0
223.0813405235561,IL,Mobile,Groceries,17,10,61.62149548303088,0
77.5099901966172,NY,Desktop,Restaurant,8,12,39.37782864256842,0
164.73482913035662,IL,Mobile,Restaurant,12,19,39.42314267450588,0
226.42426492862313,CA,Desktop,Clothing,12,8,58.27619027815322,0
38.27307164183185,CA,Desktop,Clothing,23,15,52.414884742549006,0
11.659216012385084,NY,Mobile,Groceries,12,8,30.557386053239092,0
25.868674613938136,IL,Desktop,Travel,9,11,21.513998290604025,0
55.70576927486144,CA,Mobile,Clothing,9,15,53.307138900237696,1
170.3829726638945,FL,Desktop,Clothing,21,8,51.571894559937064,0
197.13449718798333,TX,Mobile,Travel,6,10,102.12047861522689,0
0.6976409181650647,TX,Desktop,Restaurant,21,8,5.0419682263962144,0
71.48761593385558,CA,Mobile,Restaurant,4,12,52.94461355670742,0
54.02733209186713,IL,Desktop,Clothing,19,17,17.5390777557583,0
25.11673382758245,CA,Desktop,Restaurant,6,8,41.7048785831235,0
12.768039154564681,IL,Desktop,Restaurant,19,13,41.447010227294335,0
41.190857986243245,FL,Mobile,Restaurant,9,14,60.84006724743687,0
286.31211226911495,IL,Tablet,Groceries,9,7,61.399380235347685,0
39.03838028814744,CA,Desktop,Electronics,20,10,77.29595745952864,0
73.1452805760152,FL,Desktop,Clothing,23,11,54.931227651504884,0
121.40869768808548,NY,Mobile,Clothing,12,13,69.70464204068834,0
45.197449896696234,TX,Desktop,Groceries,14,12,77.51377183203927,0
356.77981382916994,CA,Desktop,Electronics,5,4,55.160888257950546,0
328.2009864541398,CA,Desktop,Electronics,19,8,73.4901651002171,0
29.006129499220528,CA,Desktop,Groceries,11,14,54.26019806962857,0
68.76592784638473,FL,Tablet,Travel,18,5,49.86132644927375,0
35.79304600790468,NY,Tablet,Travel,10,7,37.11427147135812,0
33.52496763810817,IL,Desktop,Electronics,5,10,57.640877709952356,0
3.758447776552253,NY,Desktop,Travel,0,11,56.85842896688676,0
94.04920709825932,FL,Desktop,Travel,1,7,57.12525127622793,0
69.85196328296385,CA,Tablet,Travel,22,10,72.80320380193017,0
5.285108738039248,TX,Tablet,Electronics,14,5,68.14244361585504,0
32.662592101036935,CA,Mobile,Travel,3,14,20.50974498948652,0
238.88609510893403,IL,Mobile,Clothing,4,8,20.89046554943456,0
27.386055214207705,TX,Desktop,Electronics,14,12,52.468204332932885,0
15.653086098546975,CA,Desktop,Groceries,10,13,30.47561646684521,0
67.22721094736363,TX,Tablet,Travel,9,12,48.0832306144987,0
424.40369826152596,NY,Desktop,Restaurant,16,8,31.77410762317352,0
27.71448135597262,FL,Desktop,Electronics,1,17,51.93100698626923,0
111.51550102972934,CA,Tablet,Groceries,19,12,29.625824396088582,0
143.3887626239463,IL,Tablet,Clothing,23,5,58.03607654475033,0
27.133317233580577,NY,Tablet,Groceries,9,4,28.603749107435455,0
130.2748928492316,CA,Tablet,Travel,19,12,52.71641342522226,0
45.8522799264304,NY,Mobile,Restaurant,2,7,16.263023740165387,0
100.05037477317713,IL,Tablet,Travel,18,12,27.392423122417693,0
100.38378271376382,CA,Tablet,Groceries,4,13,64.11622588032625,1
76.73852499523488,IL,Desktop,Electronics,2,10,75.64118154663204,0
9.462915881162095,TX,Desktop,Restaurant,7,9,68.2277930222975,0
180.3644794246297,IL,Desktop,Restaurant,4,16,65.15667836197198,0
38.68102936673966,TX,Mobile,Groceries,11,14,79.63179117939676,0
20.643210660755653,CA,Tablet,Travel,13,13,69.31188694536792,0
4.1629759794345205,TX,Tablet,Groceries,6,10,19.383590036813764,0
89.37784045945834,CA,Mobile,Restaurant,10,13,69.06621346580496,0
113.18517342673489,CA,Tablet,Groceries,7,8,68.75011603649287,0
1.672694755847062,FL,Desktop,Restaurant,4,5,12.539217795628439,0
71.76305845494883,CA,Mobile,Travel,7,17,36.534447477458656,0
25.682414705495766,TX,Tablet,Electronics,11,9,81.58046283813718,0
103.61243415476919,FL,Mobile,Electronics,14,9,47.4088207648336,0
19.160422253913374,FL,Mobile,Groceries,18,10,27.184643432501087,0
117.4212527567719,CA,Tablet,Restaurant,15,14,67.2717605324328,0
48.89587009811018,IL,Desktop,Electronics,13,8,44.48908790240557,0
276.0343817804307,IL,Tablet,Restaurant,6,15,42.2736171272812,0
14.794441343927895,FL,Tablet,Travel,7,11,67.47364171308901,0
41.713243399517175,CA,Desktop,Groceries,6,5,58.075746330512175,0
12.044428503699642,IL,Tablet,Restaurant,17,7,47.638652653063566,0
258.61903971507235,CA,Tablet,Groceries,23,7,56.61893881607215,0
209.8333707160994,CA,Tablet,Restaurant,5,9,46.502637652453686,0
29.83273700614889,FL,Mobile,Restaurant,18,14,68.27810243249158,0
107.87627390439145,FL,Mobile,Travel,3,11,21.654870493177583,0
169.94840726392212,NY,Mobile,Groceries,22,10,46.14967481204309,1
81.01323606865081,IL,Tablet,Clothing,2,9,41.729743367227904,0
75.42794101939461,IL,Desktop,Restaurant,16,7,56.1124379726239,0
27.687704543790314,IL,Mobile,Restaurant,21,13,27.46626059690369,0
9.772614047494073,TX,Desktop,Electronics,18,21,79.99690421450059,0
227.51232251945228,CA,Tablet,Groceries,14,11,35.16404070296087,0
230.67744276484268,FL,Mobile,Clothing,5,2,71.17555473718011,0
100.26699194828848,IL,Tablet,Travel,11,15,62.10359340364435,0
41.40465098113239,NY,Desktop,Clothing,18,9,54.2947218741429,0
42.95676158116439,IL,Mobile,Travel,5,15,54.92853252595858,0
129.4465429727118,CA,Mobile,Clothing,10,14,12.866906723256271,0
227.40973491072523,CA,Mobile,Clothing,19,10,39.91666859425834,0
218.1132569396613,FL,Mobile,Groceries,19,13,115.01816638392742,0
151.3562191930903,TX,Desktop,Electronics,9,10,54.26155093694778,0
102.7310693567705,FL,Mobile,Clothing,15,10,58.21504947789221,0
8.789172619608406,IL,Tablet,Restaurant,17,9,11.636762642424387,0
17.62942146834115,NY,Mobile,Restaurant,13,13,45.13304262299981,0
228.82305001775057,FL,Desktop,Restaurant,3,10,42.866350256278714,0
93.24939469655895,TX,Mobile,Electronics,11,15,35.18917966307814,0
0.9239605610994409,FL,Desktop,Clothing,19,10,61.48973614159967,0
10.699690143594932,CA,Desktop,Travel,22,10,41.46114765456653,0
108.9162387290241,IL,Tablet,Travel,20,5,35.50621287283291,1
0.5074437051797003,IL,Mobile,Groceries,7,9,20.5942055974458,0
17.531581610419906,IL,Mobile,Electronics,6,13,27.88349918259408,0
79.56978461389316,IL,Mobile,Clothing,8,7,30.334041212402923,0
117.73152866548126,IL,Tablet,Restaurant,23,11,43.1516527023252,0
105.54414821352486,IL,Tablet,Electronics,16,9,40.103224897717524,0
25.39498673080245,NY,Desktop,Electronics,9,7,37.4642416145085,0
124.54172888985389,TX,Desktop,Clothing,2,6,16.32438760394838,0
27.082375905280593,IL,Desktop,Groceries,20,14,29.887502966089485,0
39.363490891808446,TX,Tablet,Groceries,7,8,52.55600822407765,0
137.23575516657905,IL,Tablet,Groceries,13,14,79.1816369548139,0
104.87738143027681,FL,Tablet,Restaurant,6,16,82.0128933297729,0
189.1956077463401,IL,Desktop,Restaurant,15,6,89.9949091032337,0
107.18132881697625,CA,Tablet,Clothing,17,12,55.266209422633544,0
84.00443055872574,NY,Desktop,Groceries,10,6,48.89055094786613,0
9.835706144841048,FL,Desktop,Clothing,5,10,62.68296847541888,0
45.84163072070201,FL,Mobile,Groceries,19,8,42.837053457603176,0
30.816014785883116,CA,Mobile,Electronics,20,11,66.05514217491853,1
27.970020366242128,IL,Mobile,Travel,13,14,46.78416068310735,0
361.23094061629257,NY,Desktop,Travel,20,9,55.53701434344885,0
49.938749704002376,FL,Mobile,Groceries,12,12,35.41627053498382,0
222.6055211248523,NY,Mobile,Clothing,3,15,69.29087409472348,0
99.73343857364831,FL,Mobile,Restaurant,19,14,30.29875004368988,0
158.38252526883997,IL,Tablet,Groceries,19,8,37.27742648623226,0
69.84353243887705,FL,Desktop,Groceries,10,5,43.27750288031483,0
86.0155902641585,FL,Mobile,Restaurant,17,6,33.270295783921156,0
67.82934333416935,TX,Tablet,Groceries,0,11,61.329033222949604,0
21.72148953252385,IL,Tablet,Electronics,11,8,52.59805159220707,0
128.1761803065804,CA,Tablet,Restaurant,17,12,30.477737864896092,0
32.957736836626296,CA,Mobile,Electronics,6,6,39.57295228466985,0
2.4616481080688613,IL,Tablet,Travel,11,12,52.80161028431632,0
103.69687862952739,CA,Desktop,Restaurant,0,9,54.164475118182494,0
19.493357022482268,IL,Tablet,Restaurant,21,9,30.902165387795204,0
282.1083147273303,CA,Tablet,Clothing,3,8,50.327312263450445,0
307.75624127880235,TX,Tablet,Clothing,17,11,62.46429925110211,0
246.35098846338414,CA,Tablet,Restaurant,14,15,43.93365309265061,0
46.228739649736674,FL,Desktop,Travel,2,8,29.485518078158485,1
1.5577315371944382,IL,Mobile,Groceries,6,9,76.6444524350323,0
263.552345733189,NY,Desktop,Clothing,5,9,62.57434055622042,0
55.89382770530613,NY,Desktop,Travel,14,13,41.69279047764158,0
340.0842016122056,IL,Mobile,Travel,14,9,51.9076365525205,0
331.37354761302055,TX,Tablet,Clothing,5,9,42.88981089061603,0
191.7387017179419,CA,Mobile,Groceries,7,12,30.20561974092179,0
34.87760681721603,TX,Mobile,Clothing,7,7,63.65855326178381,0
48.62919320986936,NY,Desktop,Travel,21,9,83.3193264686105,0
190.47266524780798,IL,Mobile,Electronics,0,8,68.11535048651066,0
38.11462314307171,IL,Tablet,Clothing,12,14,54.91893515195162,0
18.57186162957548,TX,Desktop,Travel,22,12,43.66513493652888,0
81.37369920602278,TX,Tablet,Clothing,23,13,-3.2399305495470614,0
275.1293470807042,CA,Desktop,Travel,20,11,81.39364909911004,0
119.08255977579371,FL,Tablet,Groceries,12,6,36.67095697133582,0
84.41123364356555,FL,Mobile,Travel,10,6,66.67039871196262,0
10.222819734932289,CA,Mobile,Restaurant,3,13,68.82761521496086,0
95.45307155177177,FL,Mobile,Electronics,6,11,68.26246835441097,0
461.05697478463173,NY,Tablet,Travel,11,8,22.021846741025158,0
15.092058664226416,FL,Desktop,Clothing,12,5,69.65991307019338,0
73.04953249815037,CA,Desktop,Clothing,21,9,40.501142116530566,0
209.86086379007943,FL,Desktop,Travel,11,13,48.21083901505356,0
135.003424835367,IL,Mobile,Restaurant,15,8,47.60578082352415,0
119.4074425301673,TX,Tablet,Travel,5,6,37.67964561156145,0
121.22875562244899,NY,Desktop,Groceries,13,12,44.02949248781928,0
44.549234231494914,IL,Tablet,Restaurant,18,9,52.81690220638058,0
34.75620842670952,IL,Desktop,Travel,15,12,31.19474764573341,0
165.73745072597123,CA,Mobile,Electronics,3,10,17.33742779587628,0
166.13281990870288,TX,Tablet,Restaurant,4,17,67.87342717987005,0
201.7950047367915,TX,Desktop,Travel,8,5,55.777718578922816,0
244.46159618366363,NY,Desktop,Electronics,23,8,12.736805668619205,0
71.60932369329038,CA,Desktop,Travel,2,11,58.127021928898024,0
69.61843775511993,NY,Desktop,Groceries,21,8,46.36289605253617,0
160.09499323084876,FL,Mobile,Clothing,9,12,23.956012367102034,0
104.97190748878002,IL,Desktop,Travel,16,4,39.09034085229484,0
121.0550648511517,NY,Desktop,Restaurant,18,5,57.38530635068884,0
158.86194749542048,IL,Mobile,Travel,9,13,30.14809861190166,0
220.7323476346767,CA,Desktop,Travel,11,13,29.652205572915893,0
41.24824071376542,FL,Tablet,Travel,22,17,38.66646773904951,0
47.09367887275563,CA,Tablet,Travel,6,7,31.108023150729878,0
9.869603918736056,FL,Desktop,Restaurant,17,5,27.95480638671805,0
86.34140266094347,FL,Mobile,Restaurant,18,12,27.61334198561148,0
3.6604104210857,IL,Mobile,Travel,14,11,58.659178261806915,0
62.66069481821096,CA,Mobile,Clothing,6,12,31.861148449079153,0
78.2294585687126,CA,Desktop,Travel,11,13,71.64228178731702,0
33.76306603145225,NY,Desktop,Restaurant,21,9,93.13239253403052,0
89.36325301461753,CA,Tablet,Groceries,6,9,46.743486501325776,0
3.0975062101474546,NY,Mobile,Travel,9,7,90.3413513105203,0
3.806349928278938,TX,Desktop,Travel,23,10,60.84667231783153,0
172.93513695381358,TX,Desktop,Travel,21,11,53.24383695945938,0
44.65850242077447,TX,Desktop,Travel,19,10,48.75828813963996,0
13.588904129742799,CA,Mobile,Electronics,9,5,10.89180962425737,1
73.86535882790156,CA,Mobile,Travel,22,8,40.993034828953085,0
146.96479404457352,NY,Tablet,Restaurant,4,11,27.50538928098011,1
24.311800342990335,FL,Mobile,Restaurant,17,9,67.50485686933885,0
97.52196186564929,NY,Desktop,Electronics,8,11,84.26322225076437,0
8.921102898989728,TX,Tablet,Travel,15,8,54.29124865383558,0
5.306509591030941,NY,Mobile,Clothing,6,7,55.037476550609725,0
75.7908940625521,FL,Mobile,Travel,9,13,69.25043761258706,0
77.79104426947421,CA,Mobile,Restaurant,4,14,52.37001285540373,0
101.4537448204616,NY,Mobile,Groceries,6,10,74.06082022179798,0
129.49605629166842,TX,Desktop,Groceries,4,14,97.29857669978982,0
372.3557008699993,TX,Mobile,Clothing,14,8,78.88486930245404,0
72.62911192303562,CA,Desktop,Travel,18,12,37.54647296610339,0
39.00197141059788,NY,Desktop,Electronics,9,12,66.78929150143288,0
158.56539797326863,FL,Desktop,Travel,7,12,36.64399193690726,0
31.585146543613728,CA,Tablet,Clothing,23,14,45.58140845240818,0
57.798343127330135,NY,Desktop,Clothing,8,13,82.87446758676782,0
8.17051685836699,IL,Mobile,Clothing,10,13,30.05872653592683,0
2.5677609541474378,TX,Tablet,Groceries,21,5,42.073221550080646,0
328.7379923268602,FL,Mobile,Travel,1,7,72.8481519459041,0
180.77676421150625,FL,Desktop,Travel,2,13,32.85959497121785,0
119.06427327993416,FL,Mobile,Electronics,12,12,11.652370492441676,0
52.58596444651419,TX,Tablet,Clothing,10,17,20.168096089279985,0
19.030653614210873,NY,Tablet,Clothing,9,4,37.82531019379859,0
17.012074157285415,CA,Mobile,Restaurant,14,7,49.22195388635028,0
28.80059891265836,NY,Mobile,Restaurant,5,10,43.93034542613621,0
79.67906483133146,CA,Mobile,Groceries,0,8,39.76239708232793,0
125.38492877767757,FL,Tablet,Travel,13,6,51.53836781154002,0
107.93903496967985,NY,Desktop,Electronics,17,10,40.06255115034,0
32.84122613889959,FL,Mobile,Electronics,23,6,36.073342495795195,0
309.81034985563065,IL,Desktop,Clothing,10,15,54.59713098964521,0
133.90174048752263,FL,Tablet,Electronics,7,8,52.302279772831305,0
80.82304819313313,FL,Mobile,Clothing,21,8,70.31843015900398,0
94.6030472037435,CA,Mobile,Travel,2,12,90.38131531732023,0
54.40378655320514,IL,Tablet,Electronics,13,5,7.822385228676076,0
28.466129227406352,FL,Mobile,Clothing,1,10,60.3847950717438,0
44.00141293231124,FL,Desktop,Travel,15,8,53.180212171289426,0
141.8181847756713,IL,Tablet,Travel,5,9,75.5645485068699,0
1.4498079720804276,IL,Tablet,Clothing,0,11,39.85412924282892,0
12.338039223997605,NY,Mobile,Clothing,13,2,42.459874521404195,0
4.709437695252053,CA,Tablet,Groceries,9,12,24.172405084331814,0
4.1581451917292425,IL,Mobile,Travel,5,9,70.50273235711668,0
193.42030336156586,IL,Mobile,Clothing,8,17,52.7200388129755,0
121.62406117006883,TX,Tablet,Travel,6,7,72.52712689146793,0
64.27845944128924,IL,Mobile,Electronics,1,12,41.38406840688418,0
10.295691844781325,CA,Desktop,Restaurant,10,9,36.563457405012635,0
67.65179657972332,FL,Desktop,Restaurant,13,11,64.54431488378263,0
64.14503320943712,FL,Mobile,Clothing,4,15,43.22831873478308,0
19.019471280022497,FL,Desktop,Clothing,8,8,62.62512839572749,0
56.88991313023239,FL,Mobile,Travel,6,6,60.21764690382009,0
50.83366145832069,TX,Desktop,Clothing,13,10,52.137961308078644,0
95.67224329131345,IL,Tablet,Travel,15,12,37.84919142055868,0
100.81145360409121,FL,Mobile,Clothing,21,10,57.15493505185792,0
4.636232402053473,NY,Mobile,Travel,15,6,34.82362309897917,0
46.938400465506156,FL,Mobile,Clothing,6,9,51.954737771161284,0
98.31249947827285,IL,Mobile,Groceries,9,13,83.65607523524102,0
69.94394526077897,FL,Mobile,Travel,20,13,74.80158759649868,0
194.13494531754387,TX,Mobile,Groceries,5,10,39.834030079966126,0
107.49747640549978,CA,Tablet,Groceries,16,7,55.45267021684807,0
17.785286876730733,CA,Tablet,Groceries,0,10,39.27064500129626,0
7.318243625624084,IL,Desktop,Groceries,1,15,55.63484037282069,0
102.83941471088912,CA,Mobile,Electronics,13,6,31.666939367748355,1
2.6869072667394427,CA,Desktop,Restaurant,3,7,36.88509943496665,0
88.13473778072907,NY,Desktop,Electronics,8,7,87.47560184009642,0
281.7255455387152,IL,Tablet,Clothing,22,9,52.65348300876873,0
85.67824455775444,IL,Desktop,Clothing,5,8,41.0152235556209,0
49.13006922239072,CA,Tablet,Restaurant,16,8,7.448335948899128,0
103.08271578449819,CA,Desktop,Restaurant,20,11,53.35229769177695,0
61.29559740510913,CA,Mobile,Restaurant,10,5,93.71728357173257,0
78.88143605763202,TX,Desktop,Groceries,3,7,38.59270153021234,0
283.81271462329994,FL,Tablet,Electronics,20,16,42.312641119358815,0
48.792752735018716,TX,Tablet,Clothing,8,9,50.95676536815359,0
324.9091861506754,IL,Tablet,Electronics,15,8,37.33864318244048,0
235.75761837699193,NY,Desktop,Electronics,2,5,94.17001846447688,1
21.789626094045,FL,Desktop,Electronics,3,10,69.6096205692884,0
7.188415530315702,NY,Tablet,Restaurant,23,8,63.92112112318277,0
10.622533548163021,IL,Mobile,Restaurant,2,8,92.28650080299413,0
1.8389887847233704,IL,Mobile,Clothing,12,5,84.11128615150724,0
9.920501165575415,NY,Desktop,Clothing,18,13,51.571510717203694,0
114.88748725771671,NY,Desktop,Clothing,20,12,44.41732332247411,0
7.384962694642702,NY,Tablet,Electronics,0,9,44.21639281218057,0
38.41571882948685,IL,Desktop,Restaurant,22,10,39.15923637215583,0
186.3526040097277,CA,Desktop,Groceries,22,7,45.61929846929641,0
2.354700318071151,NY,Tablet,Electronics,5,6,39.76737091562413,0
168.45305061859585,FL,Tablet,Travel,21,11,27.47719744091151,1
33.10834668396295,IL,Desktop,Electronics,2,12,1.5975165902851174,0
12.575011982910764,TX,Mobile,Restaurant,2,13,70.91324994573738,1
119.31554084399134,TX,Desktop,Travel,15,6,-3.220454800466328,0
99.13991764332202,FL,Mobile,Electronics,9,11,57.097882124309464,0
209.94158140869467,CA,Mobile,Restaurant,16,8,69.37625787698079,0
132.82935787644004,NY,Mobile,Restaurant,6,7,58.80107021607705,1
162.69958059939782,IL,Tablet,Groceries,12,11,47.039479241831984,0
33.13338623067386,NY,Tablet,Electronics,10,12,54.33180852973847,0
19.533329604044695,IL,Tablet,Restaurant,9,6,41.30170530733869,0
138.87563960054248,TX,Desktop,Clothing,6,12,48.14661412725613,0
164.42091832434195,NY,Tablet,Restaurant,23,15,43.70478123265545,0
465.70048901402305,FL,Tablet,Groceries,5,8,36.25826592941186,0
53.2079354152605,CA,Desktop,Restaurant,23,8,73.78610038385631,0
46.52439119617327,FL,Desktop,Electronics,0,5,67.42524590946702,0
149.7954503343587,CA,Mobile,Electronics,16,6,47.00261861314385,0
41.67336709307531,NY,Desktop,Travel,11,19,50.95212512480827,0
267.0137924399326,NY,Desktop,Electronics,3,11,35.067730028621654,0
195.48391571662492,CA,Tablet,Travel,2,8,57.20892948785624,0
